46.784374,38.424099
46.78701,38.480364
46.7897,38.441713
46.792454,38.554732
46.795258,38.561582
46.798122,38.532715
46.801044,38.576749
46.80402,38.740651
46.807045,38.53614
46.810123,38.460305
46.813271,38.523419
46.816471,38.659923
46.819721,38.534672
46.823032,38.693682
46.826382,38.858563
46.8298,38.664816
46.833275,38.457369
46.836807,38.637907
46.840389,38.562071
46.844025,38.652095
46.847721,38.652095
46.851463,38.586045
46.855274,38.579195
46.859127,38.56305
46.863041,38.447095
46.867008,38.515102
46.871029,38.515102
46.875103,38.527334
46.879246,38.577727
46.883434,38.407465
46.887669,38.444648
46.891964,38.497489
46.896313,38.444159
46.900715,38.437799
46.90517,38.611486
46.909687,38.656988
46.826534,38.6291
46.915638,38.622739
46.920311,38.548861
46.925034,38.894769
46.926594,38.581152
46.931427,38.471068
46.936306,38.585066
46.941254,38.513145
46.946251,38.560603
46.951302,38.480854
46.956402,38.458837
46.961555,38.59583
46.966766,38.519505
46.972027,38.527334
46.977345,38.627632
46.982716,38.609529
46.98814,38.455901
46.993618,38.704935
46.999142,38.684876
47.004726,38.617847
46.989456,38.67558
47.016079,38.617847
47.021809,38.566964
47.027607,38.587513
47.033474,38.570389
47.039375,38.570389
47.045326,38.603658
47.048092,38.607083
47.05415,38.445138
47.060253,38.643288
47.063183,38.566474
47.069397,38.640842
47.075649,38.348264
47.08197,38.487214
47.088341,38.604637
47.094761,38.474983
47.101234,38.625186
47.107754,38.365877
47.114338,38.620782
47.12096,38.526844
47.037617,38.455412
47.127941,38.624207
47.134716,38.596809
47.141544,38.550818
47.148457,38.649649
46.882122,38.541033
47.155922,38.767072
47.162983,38.593873
47.170074,38.497489
47.177212,38.520973
47.184429,38.702
47.050293,38.645735
47.192516,38.538587
47.199856,38.558646
47.207249,38.651606
47.214695,38.455412
47.218967,38.712274
46.868935,38.557178
47.230885,38.49651
47.238529,38.726463
47.225285,38.710317
47.254028,38.665305
47.261826,38.625675
47.266445,38.63546
47.237427,38.619804
47.212025,38.585556
47.287128,38.574792
47.295208,38.57626
47.303299,38.5562
47.311459,38.529291
47.319683,38.529291
47.287956,38.555221
47.329819,38.833611
47.338169,38.559136
47.121059,38.686833
47.348568,38.632525
47.35709,38.528312
46.917248,38.599255
47.367805,38.651606
47.376453,38.649649
47.157207,38.619315
47.165272,38.580174
47.389816,38.654052
47.398693,38.412357
47.399212,38.565985
47.085209,38.632525
47.41914,38.587023
47.428181,38.698086
47.437267,38.679494
47.271591,38.505806
47.449139,38.54935
47.454433,38.620293
47.467739,38.628121
47.305508,38.406975
47.423668,38.653563
47.487705,38.550329
47.4972,38.62225
47.27029,38.567453
47.509911,38.504828
47.519535,38.490639
47.474632,38.645245
47.484379,38.643288
47.548786,38.681451
47.518555,38.720592
47.561043,38.684876
47.492161,38.656009
47.581966,38.49015
47.591961,38.72842
47.602009,38.74799
47.570103,38.607083
47.615856,38.815508
47.485172,38.815508
47.629887,38.565985
47.638878,38.670198
47.503101,38.604148
47.65456,38.610997
47.308594,38.593384
47.624725,38.575281
47.676407,38.698575
47.683754,38.707382
47.687763,38.777346
47.524002,38.628121
47.709389,38.623718
47.711773,38.644756
47.455692,38.720102
47.725693,38.585556
47.743118,38.470579
47.750835,38.68879
47.761818,38.619315
47.76775,38.578706
47.424755,38.590448
47.755062,38.682429
47.474339,38.660413
47.795078,38.58898
47.779167,38.443181
47.820961,38.560603
47.743931,38.566964
47.839653,38.637417
47.855286,38.56256
47.866806,38.570389
47.708771,38.51657
47.678249,38.711296
47.750957,38.703957
47.895824,38.681451
47.566345,38.637907
